date,season,game,age,team,opp,game-result,min-played,game-location,fg,fga,fg-pct,fg3,fg3a,fg3-pct,ft,fta,ft-pct,orb,drb,trb,ast,stl,blk,tov,pf,points,game-score,plus-minus,game-link,0
2019-04-02,2019.0,77.0,20.195,1.0,27.0,-6.0,29.933,0.0,5.0,15.0,0.333,0.0,6.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,3.0,15.0,10.8,-11.0,https://www.basketball-reference.com/boxscores/201904020SAS.html,
2019-04-03,2019.0,78.0,20.196,1.0,23.0,8.0,32.817,1.0,12.0,18.0,0.667,2.0,6.0,0.333,7.0,7.0,1.0,2.0,5.0,7.0,12.0,1.0,0.0,2.0,4.0,33.0,33.9,6.0,https://www.basketball-reference.com/boxscores/201904030ATL.html,
2019-04-05,2019.0,79.0,20.198,1.0,22.0,-36.0,27.333,0.0,8.0,17.0,0.471,1.0,4.0,0.25,5.0,7.0,0.714,2.0,5.0,7.0,6.0,3.0,0.0,2.0,2.0,22.0,19.8,-36.0,https://www.basketball-reference.com/boxscores/201904050ORL.html,
2019-04-07,2019.0,80.0,20.2,1.0,17.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201904070MIL.html,
2019-04-10,2019.0,81.0,20.203,1.0,12.0,-1.0,33.7,1.0,6.0,18.0,0.333,1.0,7.0,0.143,10.0,11.0,0.909,2.0,3.0,5.0,11.0,2.0,0.0,6.0,0.0,23.0,18.4,18.0,https://www.basketball-reference.com/boxscores/201904100ATL.html,
2019-10-24,2020.0,0.0,21.035,1.0,9.0,17.0,37.25,0.0,11.0,21.0,0.524,6.0,10.0,0.6,10.0,12.0,0.833,0.0,7.0,7.0,9.0,1.0,0.0,6.0,0.0,38.0,30.3,17.0,https://www.basketball-reference.com/boxscores/201910240DET.html,
2019-10-26,2020.0,1.0,21.037,1.0,22.0,4.0,35.983,1.0,16.0,25.0,0.64,5.0,10.0,0.5,2.0,4.0,0.5,0.0,7.0,7.0,9.0,2.0,0.0,5.0,2.0,39.0,31.7,14.0,https://www.basketball-reference.com/boxscores/201910260ATL.html,
2019-10-28,2020.0,2.0,21.039,1.0,23.0,-2.0,34.483,1.0,7.0,20.0,0.35,2.0,5.0,0.4,9.0,10.0,0.9,1.0,3.0,4.0,9.0,0.0,0.0,7.0,3.0,25.0,13.1,1.0,https://www.basketball-reference.com/boxscores/201910280ATL.html,
2019-10-29,2020.0,3.0,21.04,1.0,16.0,-15.0,11.067,0.0,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,5.0,3.7,-4.0,https://www.basketball-reference.com/boxscores/201910290MIA.html,
2019-10-31,2020.0,4.0,21.042,1.0,16.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201910310ATL.html,
2019-11-05,2020.0,5.0,21.047,1.0,27.0,8.0,29.733,1.0,10.0,23.0,0.435,5.0,10.0,0.5,4.0,6.0,0.667,0.0,2.0,2.0,13.0,2.0,0.0,3.0,1.0,29.0,24.4,2.0,https://www.basketball-reference.com/boxscores/201911050ATL.html,
2019-11-06,2020.0,6.0,21.048,1.0,5.0,-20.0,29.2,1.0,3.0,12.0,0.25,0.0,8.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,9.0,0.4,-16.0,https://www.basketball-reference.com/boxscores/201911060ATL.html,
2019-11-08,2020.0,7.0,21.05,1.0,26.0,-12.0,39.6,1.0,12.0,22.0,0.545,3.0,10.0,0.3,3.0,3.0,1.0,2.0,0.0,2.0,12.0,5.0,0.0,5.0,0.0,30.0,29.2,-6.0,https://www.basketball-reference.com/boxscores/201911080ATL.html,
2019-11-10,2020.0,8.0,21.052,1.0,25.0,-11.0,42.967,0.0,9.0,30.0,0.3,3.0,13.0,0.231,14.0,17.0,0.824,2.0,6.0,8.0,10.0,3.0,0.0,7.0,2.0,35.0,21.8,-17.0,https://www.basketball-reference.com/boxscores/201911100POR.html,
2019-11-12,2020.0,9.0,21.054,1.0,8.0,4.0,41.333,0.0,13.0,21.0,0.619,8.0,13.0,0.615,8.0,11.0,0.727,0.0,4.0,4.0,11.0,0.0,1.0,6.0,1.0,42.0,34.5,7.0,https://www.basketball-reference.com/boxscores/201911120DEN.html,
2019-11-14,2020.0,10.0,21.056,1.0,24.0,-16.0,35.783,0.0,7.0,18.0,0.389,1.0,6.0,0.167,6.0,7.0,0.857,0.0,1.0,1.0,13.0,2.0,0.0,5.0,2.0,21.0,16.4,-17.0,https://www.basketball-reference.com/boxscores/201911140PHO.html,
2019-11-16,2020.0,11.0,21.058,1.0,13.0,-49.0,28.833,0.0,4.0,16.0,0.25,2.0,7.0,0.286,10.0,12.0,0.833,0.0,5.0,5.0,6.0,1.0,0.0,3.0,2.0,20.0,12.5,-30.0,https://www.basketball-reference.com/boxscores/201911160LAC.html,
2019-11-17,2020.0,12.0,21.059,1.0,14.0,-21.0,39.05,0.0,11.0,22.0,0.5,2.0,8.0,0.25,7.0,8.0,0.875,0.0,3.0,3.0,7.0,2.0,0.0,8.0,1.0,31.0,19.0,-16.0,https://www.basketball-reference.com/boxscores/201911170LAL.html,
2019-11-20,2020.0,13.0,21.062,1.0,17.0,-8.0,33.033,1.0,8.0,22.0,0.364,1.0,5.0,0.2,8.0,10.0,0.8,1.0,1.0,2.0,8.0,3.0,0.0,2.0,0.0,25.0,19.6,-21.0,https://www.basketball-reference.com/boxscores/201911200ATL.html,
2019-11-22,2020.0,14.0,21.064,1.0,9.0,-25.0,31.667,0.0,3.0,12.0,0.25,1.0,7.0,0.143,2.0,2.0,1.0,0.0,6.0,6.0,8.0,1.0,0.0,5.0,0.0,9.0,5.2,-14.0,https://www.basketball-reference.com/boxscores/201911220DET.html,
2019-11-23,2020.0,15.0,21.065,1.0,28.0,-3.0,41.383,1.0,11.0,23.0,0.478,4.0,11.0,0.364,4.0,4.0,1.0,0.0,10.0,10.0,10.0,1.0,0.0,3.0,1.0,30.0,25.9,-4.0,https://www.basketball-reference.com/boxscores/201911230ATL.html,
2019-11-25,2020.0,16.0,21.067,1.0,18.0,-12.0,34.567,1.0,11.0,28.0,0.393,5.0,11.0,0.455,10.0,11.0,0.909,2.0,4.0,6.0,9.0,0.0,0.0,7.0,2.0,37.0,22.5,-7.0,https://www.basketball-reference.com/boxscores/201911250ATL.html,
2019-11-27,2020.0,17.0,21.069,1.0,17.0,-9.0,35.1,0.0,12.0,24.0,0.5,3.0,7.0,0.429,2.0,2.0,1.0,0.0,4.0,4.0,7.0,1.0,0.0,3.0,3.0,29.0,19.9,3.0,https://www.basketball-reference.com/boxscores/201911270MIL.html,
2019-11-29,2020.0,18.0,21.071,1.0,12.0,-1.0,42.65,0.0,16.0,28.0,0.571,8.0,15.0,0.533,9.0,9.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,9.0,1.0,49.0,32.9,1.0,https://www.basketball-reference.com/boxscores/201911290IND.html,
2019-11-30,2020.0,19.0,21.072,1.0,11.0,-47.0,31.383,0.0,10.0,16.0,0.625,5.0,9.0,0.556,12.0,13.0,0.923,0.0,3.0,3.0,7.0,0.0,0.0,3.0,0.0,37.0,32.2,-24.0,https://www.basketball-reference.com/boxscores/201911300HOU.html,
2019-12-02,2020.0,20.0,21.074,1.0,10.0,25.0,33.85,1.0,10.0,19.0,0.526,2.0,6.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,7.0,2.0,24.0,12.1,8.0,https://www.basketball-reference.com/boxscores/201912020ATL.html,
2019-12-04,2020.0,21.0,21.076,1.0,3.0,-12.0,37.25,1.0,13.0,23.0,0.565,5.0,9.0,0.556,8.0,10.0,0.8,1.0,2.0,3.0,10.0,1.0,0.0,6.0,1.0,39.0,30.2,1.0,https://www.basketball-reference.com/boxscores/201912040ATL.html,
2019-12-08,2020.0,22.0,21.08,1.0,4.0,15.0,35.0,0.0,9.0,20.0,0.45,4.0,13.0,0.308,8.0,8.0,1.0,1.0,6.0,7.0,9.0,0.0,0.0,2.0,4.0,30.0,24.8,18.0,https://www.basketball-reference.com/boxscores/201912080CHO.html,
2019-12-10,2020.0,23.0,21.082,1.0,16.0,-14.0,41.133,0.0,7.0,19.0,0.368,3.0,11.0,0.273,4.0,5.0,0.8,0.0,4.0,4.0,9.0,0.0,0.0,4.0,4.0,21.0,12.0,-24.0,https://www.basketball-reference.com/boxscores/201912100MIA.html,
2019-12-11,2020.0,24.0,21.083,1.0,5.0,-34.0,31.733,0.0,4.0,14.0,0.286,1.0,6.0,0.167,6.0,7.0,0.857,0.0,2.0,2.0,13.0,2.0,0.0,7.0,3.0,15.0,9.9,-17.0,https://www.basketball-reference.com/boxscores/201912110CHI.html,
2019-12-13,2020.0,25.0,21.085,1.0,12.0,-10.0,37.367,1.0,9.0,30.0,0.3,3.0,10.0,0.3,2.0,2.0,1.0,2.0,5.0,7.0,8.0,0.0,1.0,2.0,2.0,23.0,12.0,-2.0,https://www.basketball-reference.com/boxscores/201912130ATL.html,
2019-12-15,2020.0,26.0,21.087,1.0,14.0,-5.0,36.45,1.0,9.0,22.0,0.409,3.0,11.0,0.273,9.0,11.0,0.818,1.0,5.0,6.0,7.0,2.0,0.0,6.0,2.0,30.0,19.7,-4.0,https://www.basketball-reference.com/boxscores/201912150ATL.html,
2019-12-17,2020.0,27.0,21.089,1.0,20.0,-23.0,41.333,0.0,16.0,29.0,0.552,7.0,13.0,0.538,3.0,4.0,0.75,0.0,4.0,4.0,8.0,0.0,0.0,3.0,1.0,42.0,31.1,-18.0,https://www.basketball-reference.com/boxscores/201912170NYK.html,
2019-12-19,2020.0,28.0,21.091,1.0,29.0,-5.0,40.933,1.0,9.0,28.0,0.321,3.0,11.0,0.273,9.0,11.0,0.818,1.0,4.0,5.0,8.0,1.0,0.0,2.0,2.0,30.0,18.9,-6.0,https://www.basketball-reference.com/boxscores/201912190ATL.html,
2019-12-21,2020.0,29.0,21.093,1.0,3.0,-10.0,40.35,0.0,14.0,30.0,0.467,3.0,12.0,0.25,16.0,19.0,0.842,1.0,7.0,8.0,6.0,1.0,0.0,5.0,1.0,47.0,33.0,5.0,https://www.basketball-reference.com/boxscores/201912210BRK.html,
2019-12-23,2020.0,30.0,21.095,1.0,6.0,-3.0,36.133,0.0,9.0,21.0,0.429,5.0,14.0,0.357,7.0,9.0,0.778,0.0,6.0,6.0,11.0,4.0,0.0,5.0,2.0,30.0,25.8,-3.0,https://www.basketball-reference.com/boxscores/201912230CLE.html,
2019-12-27,2020.0,31.0,21.099,1.0,17.0,-26.0,15.2,1.0,3.0,6.0,0.5,2.0,4.0,0.5,4.0,6.0,0.667,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,12.0,5.2,-25.0,https://www.basketball-reference.com/boxscores/201912270ATL.html,
2019-12-28,2020.0,32.0,21.1,1.0,5.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201912280CHI.html,
2019-12-30,2020.0,33.0,21.102,1.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201912300ORL.html,
2020-01-03,2020.0,34.0,21.106,1.0,2.0,-3.0,36.717,0.0,9.0,23.0,0.391,5.0,14.0,0.357,5.0,6.0,0.833,0.0,5.0,5.0,10.0,0.0,0.0,6.0,3.0,28.0,16.4,4.0,https://www.basketball-reference.com/boxscores/202001030BOS.html,
2020-01-04,2020.0,35.0,21.107,1.0,12.0,5.0,37.0,1.0,12.0,23.0,0.522,5.0,13.0,0.385,12.0,14.0,0.857,0.0,4.0,4.0,8.0,2.0,0.0,4.0,3.0,41.0,32.5,6.0,https://www.basketball-reference.com/boxscores/202001040ATL.html,
2020-01-06,2020.0,36.0,21.109,1.0,8.0,-8.0,39.45,1.0,8.0,12.0,0.667,4.0,5.0,0.8,9.0,9.0,1.0,0.0,4.0,4.0,12.0,0.0,0.0,7.0,4.0,29.0,24.8,7.0,https://www.basketball-reference.com/boxscores/202001060ATL.html,
2020-01-08,2020.0,37.0,21.111,1.0,11.0,-7.0,38.583,1.0,11.0,30.0,0.367,4.0,11.0,0.364,16.0,18.0,0.889,4.0,9.0,13.0,10.0,0.0,1.0,3.0,1.0,42.0,34.4,4.0,https://www.basketball-reference.com/boxscores/202001080ATL.html,
2020-01-10,2020.0,38.0,21.113,1.0,30.0,-10.0,31.35,0.0,7.0,20.0,0.35,0.0,7.0,0.0,5.0,8.0,0.625,0.0,4.0,4.0,7.0,2.0,0.0,6.0,1.0,19.0,8.3,-19.0,https://www.basketball-reference.com/boxscores/202001100WAS.html,
2020-01-12,2020.0,39.0,21.115,1.0,3.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/202001120BRK.html,
2020-01-14,2020.0,40.0,21.117,1.0,24.0,13.0,37.783,1.0,11.0,25.0,0.44,5.0,12.0,0.417,9.0,11.0,0.818,2.0,2.0,4.0,10.0,2.0,1.0,6.0,2.0,36.0,27.0,22.0,https://www.basketball-reference.com/boxscores/202001140ATL.html,
2020-01-17,2020.0,41.0,21.12,1.0,27.0,1.0,34.767,0.0,10.0,16.0,0.625,6.0,9.0,0.667,5.0,7.0,0.714,1.0,4.0,5.0,9.0,1.0,1.0,3.0,0.0,31.0,29.9,8.0,https://www.basketball-reference.com/boxscores/202001170SAS.html,
2020-01-18,2020.0,42.0,21.121,1.0,9.0,-33.0,27.4,1.0,6.0,16.0,0.375,2.0,7.0,0.286,2.0,4.0,0.5,1.0,7.0,8.0,7.0,1.0,0.0,4.0,1.0,16.0,10.7,-30.0,https://www.basketball-reference.com/boxscores/202001180ATL.html,
2020-01-20,2020.0,43.0,21.123,1.0,28.0,-5.0,39.017,1.0,11.0,20.0,0.55,2.0,7.0,0.286,18.0,21.0,0.857,1.0,5.0,6.0,15.0,1.0,0.0,7.0,3.0,42.0,36.7,1.0,https://www.basketball-reference.com/boxscores/202001200ATL.html,
2020-01-22,2020.0,44.0,21.125,1.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/202001220ATL.html,
2020-01-24,2020.0,45.0,21.127,1.0,21.0,-29.0,33.733,0.0,7.0,20.0,0.35,2.0,8.0,0.25,10.0,12.0,0.833,0.0,2.0,2.0,16.0,1.0,0.0,1.0,0.0,26.0,25.8,-14.0,https://www.basketball-reference.com/boxscores/202001240OKC.html,
2020-01-26,2020.0,46.0,21.129,1.0,30.0,19.0,38.983,1.0,13.0,24.0,0.542,6.0,11.0,0.545,13.0,16.0,0.813,1.0,5.0,6.0,14.0,1.0,0.0,5.0,2.0,45.0,39.4,22.0,https://www.basketball-reference.com/boxscores/202001260ATL.html,
2020-01-28,2020.0,47.0,21.131,1.0,28.0,-16.0,28.35,0.0,5.0,13.0,0.385,1.0,7.0,0.143,7.0,8.0,0.875,1.0,1.0,2.0,13.0,0.0,0.0,7.0,2.0,18.0,12.8,-9.0,https://www.basketball-reference.com/boxscores/202001280TOR.html,
2020-01-30,2020.0,48.0,21.133,1.0,23.0,10.0,38.117,1.0,9.0,22.0,0.409,3.0,9.0,0.333,18.0,20.0,0.9,1.0,5.0,6.0,18.0,2.0,0.0,7.0,2.0,39.0,35.4,17.0,https://www.basketball-reference.com/boxscores/202001300ATL.html,
2020-02-01,2020.0,49.0,21.135,1.0,7.0,-23.0,26.3,0.0,4.0,13.0,0.308,1.0,6.0,0.167,3.0,4.0,0.75,1.0,5.0,6.0,1.0,0.0,0.0,4.0,2.0,12.0,2.2,-13.0,https://www.basketball-reference.com/boxscores/202002010DAL.html,
2020-02-03,2020.0,50.0,21.137,1.0,2.0,-8.0,35.5,1.0,10.0,20.0,0.5,4.0,11.0,0.364,10.0,11.0,0.909,0.0,3.0,3.0,7.0,2.0,0.0,9.0,2.0,34.0,21.6,-13.0,https://www.basketball-reference.com/boxscores/202002030ATL.html,
2020-02-05,2020.0,51.0,21.139,1.0,18.0,7.0,37.183,0.0,10.0,23.0,0.435,6.0,13.0,0.462,12.0,13.0,0.923,0.0,4.0,4.0,11.0,1.0,0.0,3.0,3.0,38.0,31.2,6.0,https://www.basketball-reference.com/boxscores/202002050MIN.html,
2020-02-07,2020.0,52.0,21.141,1.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/202002070BOS.html,
2020-02-09,2020.0,53.0,21.143,1.0,20.0,5.0,47.667,1.0,13.0,30.0,0.433,6.0,13.0,0.462,16.0,16.0,1.0,0.0,1.0,1.0,13.0,2.0,0.0,7.0,1.0,48.0,36.2,10.0,https://www.basketball-reference.com/boxscores/202002090ATL.html,
2020-02-10,2020.0,54.0,21.144,1.0,22.0,-9.0,33.6,0.0,7.0,19.0,0.368,3.0,11.0,0.273,12.0,13.0,0.923,0.0,1.0,1.0,9.0,0.0,0.0,4.0,0.0,29.0,20.7,-21.0,https://www.basketball-reference.com/boxscores/202002100ORL.html,
2020-02-12,2020.0,55.0,21.146,1.0,6.0,-22.0,37.133,0.0,8.0,17.0,0.471,2.0,7.0,0.286,9.0,11.0,0.818,0.0,3.0,3.0,12.0,2.0,0.0,4.0,4.0,27.0,23.2,-10.0,https://www.basketball-reference.com/boxscores/202002120CLE.html,
2020-02-20,2020.0,56.0,21.154,1.0,16.0,5.0,39.533,1.0,12.0,25.0,0.48,8.0,15.0,0.533,18.0,19.0,0.947,0.0,2.0,2.0,8.0,2.0,1.0,7.0,4.0,50.0,37.2,10.0,https://www.basketball-reference.com/boxscores/202002200ATL.html,
2020-02-22,2020.0,57.0,21.156,1.0,7.0,4.0,40.417,1.0,10.0,21.0,0.476,3.0,8.0,0.375,2.0,3.0,0.667,0.0,6.0,6.0,10.0,0.0,0.0,5.0,2.0,25.0,16.9,5.0,https://www.basketball-reference.com/boxscores/202002220ATL.html,
2020-02-24,2020.0,58.0,21.158,1.0,23.0,-17.0,36.567,0.0,10.0,22.0,0.455,2.0,11.0,0.182,6.0,6.0,1.0,0.0,7.0,7.0,10.0,0.0,0.0,3.0,3.0,28.0,21.5,-17.0,https://www.basketball-reference.com/boxscores/202002240PHI.html,
2020-02-26,2020.0,59.0,21.16,1.0,22.0,-10.0,38.217,1.0,10.0,27.0,0.37,4.0,12.0,0.333,13.0,14.0,0.929,0.0,2.0,2.0,11.0,1.0,1.0,2.0,0.0,37.0,29.7,0.0,https://www.basketball-reference.com/boxscores/202002260ATL.html,
2020-02-28,2020.0,60.0,21.162,1.0,3.0,23.0,30.833,1.0,6.0,18.0,0.333,1.0,6.0,0.167,9.0,10.0,0.9,0.0,2.0,2.0,14.0,1.0,0.0,3.0,2.0,22.0,19.0,14.0,https://www.basketball-reference.com/boxscores/202002280ATL.html,
2020-02-29,2020.0,61.0,21.163,1.0,25.0,12.0,34.65,1.0,7.0,18.0,0.389,1.0,8.0,0.125,10.0,10.0,1.0,1.0,3.0,4.0,15.0,0.0,0.0,2.0,2.0,25.0,24.5,8.0,https://www.basketball-reference.com/boxscores/202002290ATL.html,
2020-03-02,2020.0,62.0,21.165,1.0,15.0,-39.0,29.217,1.0,5.0,17.0,0.294,0.0,4.0,0.0,9.0,9.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,7.0,0.0,19.0,5.5,-19.0,https://www.basketball-reference.com/boxscores/202003020ATL.html,
2020-03-06,2020.0,63.0,21.169,1.0,30.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/202003060WAS.html,
2020-03-07,2020.0,64.0,21.17,1.0,15.0,-17.0,28.917,0.0,4.0,16.0,0.25,1.0,10.0,0.1,7.0,9.0,0.778,0.0,5.0,5.0,4.0,2.0,0.0,5.0,2.0,16.0,6.1,-14.0,https://www.basketball-reference.com/boxscores/202003070MEM.html,
2020-03-09,2020.0,65.0,21.172,1.0,4.0,5.0,43.55,1.0,11.0,25.0,0.44,6.0,13.0,0.462,3.0,4.0,0.75,0.0,4.0,4.0,16.0,0.0,0.0,6.0,3.0,31.0,22.7,9.0,https://www.basketball-reference.com/boxscores/202003090ATL.html,
2020-03-11,2020.0,66.0,21.174,1.0,20.0,-5.0,37.75,1.0,12.0,25.0,0.48,6.0,12.0,0.5,12.0,15.0,0.8,2.0,0.0,2.0,11.0,0.0,0.0,6.0,3.0,42.0,30.0,-4.0,https://www.basketball-reference.com/boxscores/202003110ATL.html,
2020-12-23,2021.0,0.0,22.095,1.0,5.0,20.0,25.95,0.0,10.0,12.0,0.833,5.0,6.0,0.833,12.0,14.0,0.857,2.0,4.0,6.0,7.0,0.0,0.0,4.0,1.0,37.0,34.9,30.0,https://www.basketball-reference.com/boxscores/202012230CHI.html,
2020-12-26,2021.0,1.0,22.098,1.0,15.0,10.0,35.383,0.0,10.0,24.0,0.417,1.0,7.0,0.143,15.0,17.0,0.882,2.0,1.0,3.0,9.0,0.0,0.0,2.0,1.0,36.0,28.0,12.0,https://www.basketball-reference.com/boxscores/202012260MEM.html,
2020-12-28,2021.0,2.0,22.1,1.0,9.0,8.0,32.917,1.0,6.0,13.0,0.462,2.0,6.0,0.333,15.0,15.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,2.0,29.0,23.6,0.0,https://www.basketball-reference.com/boxscores/202012280ATL.html,
2020-12-30,2021.0,3.0,22.102,1.0,3.0,-4.0,31.933,0.0,8.0,18.0,0.444,0.0,4.0,0.0,14.0,16.0,0.875,3.0,3.0,6.0,11.0,0.0,0.0,5.0,0.0,30.0,25.5,5.0,https://www.basketball-reference.com/boxscores/202012300BRK.html,
2021-01-01,2021.0,4.0,22.104,1.0,3.0,18.0,32.45,0.0,7.0,21.0,0.333,3.0,8.0,0.375,4.0,4.0,1.0,2.0,3.0,5.0,7.0,1.0,1.0,3.0,2.0,21.0,14.2,11.0,https://www.basketball-reference.com/boxscores/202101010BRK.html,
2021-01-02,2021.0,5.0,22.105,1.0,6.0,-5.0,34.1,1.0,6.0,16.0,0.375,2.0,5.0,0.4,2.0,4.0,0.5,1.0,3.0,4.0,10.0,1.0,0.0,6.0,2.0,16.0,9.2,3.0,https://www.basketball-reference.com/boxscores/202101020ATL.html,
